From	Entry	Reviewed
NP_055363.1	Q9NZR1	reviewed
NP_001001936.1	Q8N4X5	reviewed
NP_067061.1	Q9NP50	reviewed
NP_115875.1	Q9BTE1	reviewed
NP_003317.1	P23510	reviewed
NP_003317.1	A0A024R937	unreviewed
NP_054790.2	Q14686	reviewed
NP_004973.1	Q15842	reviewed
NP_004973.1	A0A024RAV6	unreviewed
NP_036434.1	O95490	reviewed
NP_057415.1	Q9UID6	reviewed
NP_002984.1	P80162	reviewed
NP_683877.1	P25786	reviewed
NP_941372.1	Q13905	reviewed
NP_005895.1	O15105	reviewed
NP_001072993.1	P22234	reviewed
NP_490597.1	O60885	reviewed
NP_001005333.1	Q9Y5V3	reviewed
NP_002303.2	P49917	reviewed
NP_002303.2	A0A024RE06	unreviewed
NP_002589.2	Q16342	reviewed
NP_003248.3	Q07157	reviewed
NP_003248.3	Q6MZU1	unreviewed
NP_060141.3	Q9BQL6	reviewed
NP_060141.3	Q49AC8	unreviewed
NP_060141.3	Q54A15	unreviewed
NP_976225.1	O95218	reviewed
NP_004069.1	P21291	reviewed
NP_004069.1	A0A384P5K2	unreviewed
NP_976046.1	Q7Z6M2	reviewed
NP_078821.2	Q9H0E3	reviewed
NP_619527.1	O43521	reviewed
NP_951032.1	Q9BU61	reviewed
NP_951032.1	Q9Y3Z0	unreviewed
NP_078922.1	Q9C0D3	reviewed
NP_078922.1	B4DK95	unreviewed
NP_954642.1	P02818	reviewed
NP_003227.1	P01135	reviewed
NP_002245.4	O14782	reviewed
NP_002245.4	A2RU78	unreviewed
NP_057092.2	Q8TCX1	reviewed
NP_006357.1	P40123	reviewed
NP_006357.1	Q5JPJ8	unreviewed
NP_055762.3	Q9UPW0	reviewed
NP_001389.2	Q13011	reviewed
NP_001389.2	A0A384MR44	unreviewed
NP_001020767.1	Q92879	reviewed
NP_000522.3	P00480	reviewed
NP_003558.1	O75815	reviewed
NP_003558.1	A0A384MTS3	unreviewed
NP_008862.1	P11169	reviewed
NP_110445.1	P13994	reviewed
NP_665804.1	Q96A47	reviewed
NP_002922.2	Q06587	reviewed
NP_002922.2	A0A1U9X8F2	unreviewed
NP_057383.2	Q0VDF9	reviewed
NP_000169.1	P48637	reviewed
NP_000169.1	V9HWJ1	unreviewed
NP_006161.2	P46087	reviewed
NP_006726.1	O43364	reviewed
NP_254280.1	Q7L7L0	reviewed
NP_000403.1	P04196	reviewed
NP_055054.1	P49770	reviewed
NP_055054.1	Q53XC2	unreviewed
NP_114417.1	Q9BXA7	reviewed
NP_114417.1	A0ZT98	unreviewed
NP_005993.1	P15374	reviewed
NP_005993.1	A0A140VJZ4	unreviewed
NP_006500.2	Q01201	reviewed
NP_001798.2	B4DSX9	unreviewed
NP_001798.2	O75612	unreviewed
NP_001798.2	Q86SR3	unreviewed
NP_004359.1	Q99439	reviewed
NP_071735.2	Q9H1K0	reviewed
NP_001605.1	P63261	reviewed
NP_689870.3	Q86UU5	reviewed
NP_008993.1	Q13610	reviewed
NP_008993.1	A0A024RBH5	unreviewed
NP_036334.1	P63215	reviewed
NP_001011717.1	Q5H8A3	reviewed
NP_001011717.1	A0A250SI41	unreviewed
NP_003742.2	P55884	reviewed
NP_003742.2	A0A024R821	unreviewed
NP_115954.1	Q9BY08	reviewed
NP_848511.1	O94993	reviewed
NP_005862.1	O75940	reviewed
NP_114406.1	Q8N2I9	reviewed
NP_000277.1	O00623	reviewed
NP_000884.1	P01042	reviewed
NP_000152.1	P30793	reviewed
NP_000152.1	A0A024R642	unreviewed
NP_002535.3	P23515	reviewed
NP_004126.1	P51553	reviewed
NP_003465.3	O43184	reviewed
NP_055064.1	Q9Y5X4	reviewed
NP_001002255.1	Q6EEV6	reviewed
NP_000063.2	P16671	reviewed
NP_000063.2	A4D1B1	unreviewed
NP_002130.2	P38159	reviewed
NP_006205.1	O14832	reviewed
NP_005545.1	P02538	reviewed
NP_005545.1	A0A0S2Z428	unreviewed
NP_077268.1	Q9BZL1	reviewed
NP_077268.1	A0A024R7B0	unreviewed
NP_005155.1	Q9UBJ2	reviewed
NP_003810.1	Q13310	reviewed
NP_061008.2	Q96PL5	reviewed
NP_061008.2	A0A1C9HIH9	unreviewed
NP_065712.1	Q9GZX7	reviewed
NP_065712.1	Q546Y9	unreviewed
NP_065712.1	Q7Z599	unreviewed
NP_852124.1	P23760	reviewed
NP_004654.1	P62491	reviewed
NP_004654.1	A0A024R5Z8	unreviewed
NP_079471.1	Q96RU8	reviewed
NP_003096.1	Q92673	reviewed
NP_003096.1	A0A024R3H2	unreviewed
NP_065917.1	Q9NR64	reviewed
NP_065917.1	Q8TBJ7	unreviewed
NP_932070.1	P55957	reviewed
NP_932070.1	B3KT21	unreviewed
NP_004144.2	Q13415	reviewed
NP_004381.2	P09668	reviewed
NP_005973.1	Q15475	reviewed
NP_000592.3	P14210	reviewed
NP_067027.1	Q9UHY7	reviewed
NP_005540.1	Q16322	reviewed
NP_001070819.1	Q86U06	reviewed
NP_001070819.1	A0A0S2Z5D9	unreviewed
NP_071378.1	Q9H4Z2	reviewed
NP_071378.1	Q8IW09	unreviewed
NP_055902.1	Q8N0X7	reviewed
NP_055902.1	A0A024RDV9	unreviewed
NP_002518.1	P20783	reviewed
NP_004315.1	Q07812	reviewed
NP_002384.2	O15151	reviewed
NP_002384.2	Q59FS6	unreviewed
NP_002712.1	O00743	reviewed
NP_002712.1	A0A024R861	unreviewed
NP_116031.1	Q9H1J7	reviewed
NP_003557.2	Q15075	reviewed
NP_001318.1	P78358	reviewed
NP_002977.1	P51671	reviewed
NP_002977.1	Q6I9T4	unreviewed
NP_277038.1	Q96LC9	reviewed
NP_003446.2	O95125	reviewed
NP_003446.2	A0A024R3M3	unreviewed
NP_005708.1	O15511	reviewed
NP_008960.2	Q93045	reviewed
NP_071403.1	Q9BYC2	reviewed
NP_071741.2	Q9BPX3	reviewed
NP_690618.2	Q16760	reviewed
NP_116181.1	Q96K62	reviewed
NP_116181.1	A0A024R4T8	unreviewed
NP_004422.2	P29317	reviewed
NP_004422.2	A0A024QZA8	unreviewed
NP_004172.2	P09936	reviewed
NP_004172.2	V9HW74	unreviewed
NP_689846.1	Q8NB91	reviewed
NP_689846.1	A0A024RBW1	unreviewed
NP_002056.2	P15104	reviewed
NP_002056.2	A8YXX4	unreviewed
NP_003787.2	O94763	reviewed
NP_071920.1	Q96QV1	reviewed
NP_057521.1	Q9NRH3	reviewed
NP_079479.1	Q9H6R7	reviewed
NP_062536.2	Q5T5P2	reviewed
NP_002419.1	P51511	reviewed
NP_002419.1	A0A024R6U8	unreviewed
NP_659491.4	Q8N1V2	reviewed
NP_005217.2	Q99500	reviewed
NP_031383.1	Q14746	reviewed
NP_031383.1	B1ALW7	unreviewed
NP_036439.2	Q9Y2J2	reviewed
NP_054782.2	Q9UJU6	reviewed
NP_000841.1	Q03013	reviewed
NP_000841.1	A0A140VKE3	unreviewed
NP_006644.1	O43559	reviewed
NP_006644.1	A0A140VJJ7	unreviewed
NP_057698.2	O95551	reviewed
NP_057698.2	A0A384MDM5	unreviewed
NP_079509.5	Q13057	reviewed
NP_001007024.1	Q92813	reviewed
NP_004835.2	O60239	reviewed
NP_036558.3	Q15393	reviewed
NP_036558.3	A8K6V3	unreviewed
NP_003990.1	Q99650	reviewed
NP_620161.1	Q8TD46	reviewed
NP_064567.2	Q969W9	reviewed
NP_057283.1	Q9UK45	reviewed
NP_000473.2	P06727	reviewed
NP_002218.2	P23458	reviewed
NP_758844.1	Q9NZ42	reviewed
NP_004795.1	O76071	reviewed
NP_060293.2	Q9BVJ7	reviewed
NP_060293.2	A0A140VJI5	unreviewed
NP_612122.2	Q7Z465	reviewed
NP_001776.1	P32320	reviewed
NP_689800.3	Q8NCR3	reviewed
NP_689800.3	A0A024R3C9	unreviewed
NP_660095.1	Q8NG27	reviewed
NP_005514.1	P31270	reviewed
NP_005585.1	Q13765	reviewed
NP_005585.1	A0A024RB41	unreviewed
NP_002871.1	P04049	reviewed
NP_002871.1	L7RRS6	unreviewed
NP_005499.1	P51679	reviewed
NP_005499.1	A0N0Q1	unreviewed
NP_006172.1	O00634	reviewed
NP_078865.1	Q9GZN7	reviewed
NP_005134.1	P00738	reviewed
NP_005134.1	Q6PEJ8	unreviewed
NP_001348.2	Q08211	reviewed
NP_001348.2	B3KU66	unreviewed
NP_219486.1	O95568	reviewed
NP_219486.1	A0A024R8Y7	unreviewed
NP_001010846.1	Q5VZ18	reviewed
NP_005649.1	Q13077	reviewed
NP_006512.2	P19532	reviewed
NP_006512.2	A0A024QZ23	unreviewed
NP_077308.1	P46736	reviewed
NP_060522.3	Q08AM6	reviewed
NP_064625.1	Q9NRR3	reviewed
NP_116119.2	Q8WWV3	reviewed
NP_694997.2	Q32P44	reviewed
NP_001007233.1	Q5XLA6	reviewed
NP_003145.1	P02808	reviewed
NP_006781.1	Q9UBF9	reviewed
NP_006781.1	A0A0C4DFM5	unreviewed
NP_067068.1	Q9NP98	reviewed
NP_001895.1	P35222	reviewed
NP_001895.1	A0A024R2Q3	unreviewed
NP_000496.2	P00748	reviewed
NP_000496.2	Q8IZZ5	unreviewed
NP_057407.2	Q9UII4	reviewed
NP_057407.2	B4DXV3	unreviewed
NP_004033.2	P54793	reviewed
NP_003588.1	O14901	reviewed
NP_003588.1	Q53QU8	unreviewed
NP_057363.3	Q9ULB4	reviewed
NP_068761.4	Q7Z392	reviewed
NP_055630.2	O75448	reviewed
NP_005550.2	P25391	reviewed
NP_005253.3	P55789	reviewed
NP_079481.2	Q9H204	reviewed
NP_653228.1	Q96A04	reviewed
NP_849199.2	Q8IZV2	reviewed
NP_112494.3	Q8NI77	reviewed
NP_001508.1	Q92759	reviewed
NP_001508.1	A0A1U9X7S4	unreviewed
NP_005513.1	P49639	reviewed
NP_004402.1	O14576	reviewed
NP_004402.1	A4D1I7	unreviewed
NP_004402.1	Q8N542	unreviewed
NP_055048.1	P17480	reviewed
NP_612409.1	Q5C9Z4	reviewed
NP_002856.1	P61019	reviewed
NP_002856.1	A0A024R7V6	unreviewed
NP_062535.2	P49750	reviewed
NP_062535.2	Q8NF45	unreviewed
NP_060340.2	Q24JP5	reviewed
NP_848597.1	Q8N9I9	reviewed
NP_848597.1	A0A024RB96	unreviewed
NP_001788.2	P55287	reviewed
NP_060294.1	Q9NX47	reviewed
NP_060147.2	Q96EF0	reviewed
NP_002581.2	O95206	reviewed
NP_072096.2	O75420	reviewed
NP_055914.2	O94983	reviewed
NP_006530.1	O60359	reviewed
NP_056975.1	O60508	reviewed
NP_003485.1	O75923	reviewed
NP_001092281.1	Q92599	reviewed
NP_003936.1	O15342	reviewed
NP_060197.4	Q6NUQ4	reviewed
NP_003595.1	O14654	reviewed
NP_036315.1	Q9UJU5	reviewed
NP_005252.1	P55040	reviewed
NP_005252.1	A0A024R9F5	unreviewed
NP_001319.1	Q13363	reviewed
NP_001319.1	X5D8Y5	unreviewed
NP_003247.1	Q99727	reviewed
NP_001774.1	P11912	reviewed
NP_006216.2	P51178	reviewed
NP_006216.2	A0A384MR47	unreviewed
NP_006216.2	A8K8F9	unreviewed
NP_054754.1	Q9Y343	reviewed
NP_201583.2	P35712	reviewed
NP_000337.1	P48436	reviewed
NP_002736.3	P28482	reviewed
NP_002736.3	Q1HBJ4	unreviewed
NP_002736.3	Q499G7	unreviewed
NP_065777.1	Q9BYT8	reviewed
NP_003109.1	P09486	reviewed
NP_003119.2	Q01082	reviewed
NP_003119.2	B2ZZ89	unreviewed
NP_057647.1	Q9NYN1	reviewed
NP_057647.1	A0A024R5Y3	unreviewed
NP_064532.1	Q9P2Z0	reviewed
NP_644815.1	Q8NHZ8	reviewed
NP_644815.1	A0A024R832	unreviewed
NP_001843.1	Q14055	reviewed
NP_055988.2	Q86TI0	reviewed
NP_055988.2	B9A6J6	unreviewed
NP_055988.2	Q6PJJ8	unreviewed
NP_055988.2	Q8NC59	unreviewed
NP_001801.1	P07199	reviewed
NP_001092099.1	Q13568	reviewed
NP_001092099.1	B7Z1M2	unreviewed
NP_001092099.1	C9JAU6	unreviewed
NP_079061.2	Q9H5Z6	reviewed
NP_006348.1	Q969T4	reviewed
NP_001074016.1	P17947	reviewed
NP_003832.2	O14798	reviewed
NP_006736.1	Q15800	reviewed
NP_002241.1	O15554	reviewed
NP_001338.2	P52824	reviewed
NP_001338.2	A0A140VKC1	unreviewed
NP_001338.2	Q59FF7	unreviewed
NP_001418.2	P19622	reviewed
NP_116197.4	Q96FE5	reviewed
NP_003379.3	Q9UDT6	reviewed
NP_003379.3	A0A140VJG6	unreviewed
NP_997468.1	P48551	reviewed
NP_005160.2	O14813	reviewed
NP_667340.2	Q60I27	reviewed
NP_667340.2	A0A024R2U1	unreviewed
NP_510966.1	P48960	reviewed
NP_000602.1	P13987	reviewed
NP_000602.1	Q6FHM9	unreviewed
NP_055873.1	A3KMH1	reviewed
NP_002001.1	P31371	reviewed
NP_002001.1	A0A7U3L6D0	unreviewed
NP_006612.2	O43865	reviewed
NP_006612.2	A0A024R0A8	unreviewed
NP_061849.2	Q96QD8	reviewed
NP_061849.2	A0A024R0W3	unreviewed
NP_005559.2	P48742	reviewed
NP_005559.2	Q58F18	unreviewed
NP_004985.2	P14780	reviewed
NP_079496.1	Q9BZ11	reviewed
NP_006020.4	Q8ND90	reviewed
NP_057574.2	Q8IXR5	reviewed
NP_075384.3	Q8N9T8	reviewed
NP_075384.3	A0A494C108	unreviewed
NP_002727.2	P31323	reviewed
NP_002727.2	A0A024R712	unreviewed
NP_002727.2	B3KY43	unreviewed
NP_037389.4	Q96BR1	reviewed
NP_037389.4	A0A024R807	unreviewed
NP_037389.4	Q53EW6	unreviewed
NP_037389.4	Q5H9Q5	unreviewed
NP_000585.2	P01375	reviewed
NP_000585.2	Q5STB3	unreviewed
NP_067000.1	Q9Y333	reviewed
NP_001515.1	O43612	reviewed
NP_758958.3	P59103	reviewed
NP_612402.1	Q96HR9	reviewed
NP_612402.1	A0A1L5BXV2	unreviewed
NP_116175.1	Q96K80	reviewed
NP_003064.2	Q12824	reviewed
NP_000099.2	P09622	reviewed
NP_000099.2	A0A024R713	unreviewed
NP_002244.1	P35968	reviewed
NP_004514.2	P52732	reviewed
NP_054736.1	Q9Y2Q5	reviewed
NP_000308.1	Q03393	reviewed
NP_001008505.2	P35372	reviewed
NP_001008505.2	G8XRH5	unreviewed
NP_005853.2	Q8WVM7	reviewed
NP_005853.2	Q4LE48	unreviewed
NP_000482.3	P02746	reviewed
NP_000482.3	A0A024RAB9	unreviewed
NP_003572.2	O43639	reviewed
NP_003572.2	A0A0S2Z4M6	unreviewed
NP_061837.3	P57057	reviewed
NP_067627.2	Q9H2S1	reviewed
NP_000679.1	P13196	reviewed
NP_000679.1	Q5JAM2	unreviewed
NP_002509.2	Q99743	reviewed
NP_002509.2	A2I2P5	unreviewed
NP_071335.1	Q9H4D5	reviewed
NP_006384.1	O76041	reviewed
NP_006384.1	Q59FZ8	unreviewed
NP_073728.1	O15055	reviewed
NP_066303.2	Q02985	reviewed
NP_004957.1	P52597	reviewed
NP_004957.1	A0A024R7T3	unreviewed
NP_065882.1	Q969V6	reviewed
NP_065882.1	A4FUJ8	unreviewed
NP_000353.1	P35625	reviewed
NP_060146.2	Q9NXP7	reviewed
NP_079058.1	Q9H9Q4	reviewed
NP_057307.2	Q9UKS6	reviewed
NP_055405.3	Q9UQF0	reviewed
NP_055405.3	D0EYG5	unreviewed
NP_004881.2	O75391	reviewed
NP_006477.2	P23142	reviewed
NP_006477.2	Q8NBH6	unreviewed
NP_006418.2	O15304	reviewed
NP_055031.2	Q13572	reviewed
NP_055031.2	A0A024R6H3	unreviewed
NP_001117.2	P30520	reviewed
NP_001117.2	A0A024R5Q7	unreviewed
NP_612357.4	Q96BN8	reviewed
NP_004731.2	O95411	reviewed
NP_002031.2	Q06546	reviewed
NP_002031.2	A8IE48	unreviewed
NP_002031.2	Q8IYS3	unreviewed
NP_068804.1	Q15466	reviewed
NP_057278.2	O14775	reviewed
NP_057278.2	A0A024R5V3	unreviewed
NP_000692.2	P05023	reviewed
NP_665906.1	P17096	reviewed
NP_065701.2	Q96D15	reviewed
NP_005659.1	Q92187	reviewed
NP_891555.2	P35916	reviewed
NP_002739.1	Q16659	reviewed
NP_001078927.1	O60716	reviewed
NP_001888.2	Q6UVK1	reviewed
NP_004412.2	O14640	reviewed
NP_000440.1	P48382	reviewed
NP_009217.3	Q8N3V7	reviewed
NP_001061.2	P23258	reviewed
NP_003245.1	P01033	reviewed
NP_003245.1	Q6FGX5	unreviewed
NP_061936.2	Q9HC35	reviewed
NP_000371.1	P23025	reviewed
NP_076934.1	Q9BWQ6	reviewed
NP_076934.1	A0A024R7E1	unreviewed
NP_006158.2	Q99801	reviewed
NP_004290.2	O75027	reviewed
NP_004290.2	A0A0S2Z2Z3	unreviewed
NP_001886.1	P68400	reviewed
NP_006209.2	P42336	reviewed
NP_006209.2	Q4LE51	unreviewed
NP_056147.2	Q8IVD9	reviewed
NP_065148.1	Q9HD89	reviewed
NP_060336.3	Q9BUB7	reviewed
NP_000913.2	Q13370	reviewed
NP_000913.2	A7E2E5	unreviewed
NP_055547.1	O60268	reviewed
NP_057640.1	Q9P2W1	reviewed
NP_057640.1	A0A158RUX1	unreviewed
NP_000273.2	P05165	reviewed
NP_996896.1	Q15370	reviewed
NP_996896.1	A0A384MDL3	unreviewed
NP_078916.3	Q86U90	reviewed
NP_116738.1	Q16627	reviewed
NP_938009.1	Q86Z02	reviewed
NP_938009.1	B4DZ33	unreviewed
NP_036284.1	Q9UBY5	reviewed
NP_058636.1	P57060	reviewed
NP_072051.1	P01242	reviewed
NP_009141.2	Q8NCL4	reviewed
NP_001014763.1	P38117	reviewed
NP_653194.1	Q8TAI7	reviewed
NP_115920.1	Q8IZU9	reviewed
NP_064633.1	Q9NSA3	reviewed
NP_064633.1	A0A024R4D7	unreviewed
NP_003469.2	Q93034	reviewed
NP_008944.1	Q9H0M0	reviewed
NP_620777.1	Q8IW41	reviewed
NP_060120.2	Q9ULJ8	reviewed
NP_443168.2	Q8WYN0	reviewed
NP_002243.3	Q9BQ31	reviewed
NP_076922.1	P17482	reviewed
NP_076922.1	B3KPJ1	unreviewed
NP_852480.1	Q96B26	reviewed
NP_003571.2	Q92636	reviewed
NP_055904.1	Q8IWT3	reviewed
NP_003992.3	P31994	reviewed
NP_006355.2	Q15436	reviewed
NP_115748.1	Q96IM9	reviewed
NP_444283.2	Q5T1C6	reviewed
NP_444283.2	A8K0C9	unreviewed
NP_109377.1	O43365	reviewed
NP_109377.1	A0A024RA33	unreviewed
NP_065782.2	A9YTQ3	reviewed
NP_004355.2	P49715	reviewed
NP_057263.1	Q9UBN4	reviewed
NP_004626.1	Q16644	reviewed
NP_004626.1	A0A024R2W7	unreviewed
NP_689475.1	Q8NDP4	reviewed
NP_002066.1	P16520	reviewed
NP_002066.1	F1T0G5	unreviewed
NP_003316.3	P54198	reviewed
NP_055252.2	Q9NY26	reviewed
NP_112492.2	Q9BTV7	reviewed
NP_076927.1	P57727	reviewed
NP_775106.2	Q5TKA1	reviewed
NP_000904.1	P41146	reviewed
NP_002222.1	P27701	reviewed
NP_000723.1	P04234	reviewed
NP_000723.1	B0YIY4	unreviewed
NP_112197.1	Q9Y3Q8	reviewed
NP_112197.1	B4DKI8	unreviewed
NP_000900.1	P25929	reviewed
NP_004517.2	P49736	reviewed
NP_001701.2	P00751	reviewed
NP_001701.2	A0A1U9X7H8	unreviewed
NP_543142.2	Q8IVM8	reviewed
NP_056285.1	Q9BXF6	reviewed
NP_056285.1	Q9UFM0	unreviewed
NP_821092.1	Q86XR5	reviewed
NP_821092.1	A0A024R6J9	unreviewed
NP_005797.1	Q13516	reviewed
NP_003361.1	P50552	reviewed
NP_003361.1	A0A024R0V4	unreviewed
NP_002806.2	O00231	reviewed
NP_115604.1	Q8WVX9	reviewed
NP_002217.3	Q9Y219	reviewed
NP_057293.1	Q9UL33	reviewed
NP_000397.1	P30968	reviewed
NP_000504.1	P04001	reviewed
NP_000504.1	P0DN77	reviewed
NP_000504.1	P0DN78	reviewed
NP_055215.2	O95274	reviewed
NP_055215.2	B2RBR3	unreviewed
NP_004527.2	Q13075	reviewed
NP_001012337.1	Q9BZX4	reviewed
NP_001012337.1	A0A140VKG6	unreviewed
NP_057105.2	Q9Y385	reviewed
NP_000112.1	P19235	reviewed
NP_079110.1	Q9BTE3	reviewed
NP_006727.2	P25686	reviewed
NP_612410.1	Q96EY5	reviewed
NP_612410.1	A0A024R7L6	unreviewed
NP_000520.1	Q01718	reviewed
NP_005587.2	O00712	reviewed
NP_005587.2	Q5VW28	unreviewed
NP_055439.1	P06703	reviewed
NP_079455.3	O75051	reviewed
NP_060782.2	Q5H9R7	reviewed
NP_060782.2	A0A024R5F3	unreviewed
NP_006130.1	P10747	reviewed
NP_055061.1	Q9NYQ6	reviewed
NP_659462.1	Q5TCS8	reviewed
NP_000901.1	P49146	reviewed
NP_005094.1	Q99689	reviewed
NP_006398.1	O75915	reviewed
NP_006398.1	A0A024R371	unreviewed
NP_068801.1	P56279	reviewed
NP_068801.1	A0A024R6G5	unreviewed
NP_001177.1	O14867	reviewed
NP_006490.3	O00214	reviewed
NP_060217.1	Q8IWZ3	reviewed
NP_002631.3	P50452	reviewed
NP_002631.3	A0A024R2B1	unreviewed
NP_001012300.1	Q96EZ8	reviewed
NP_006779.1	Q15311	reviewed
NP_005462.1	P46926	reviewed
NP_002284.3	P11047	reviewed
NP_002284.3	Q6NVY8	unreviewed
NP_036215.1	O75474	reviewed
NP_003752.2	Q9BV40	reviewed
NP_005447.1	Q9UQF2	reviewed
NP_005447.1	Q6NUQ9	unreviewed
NP_001025226.1	Q13017	reviewed
NP_055081.1	Q9UBK5	reviewed
NP_005461.2	Q8IZP0	reviewed
NP_057665.2	Q9BQ95	reviewed
NP_001379.1	P55039	reviewed
NP_001636.1	P02654	reviewed
NP_001636.1	A0A024R0T8	unreviewed
NP_001882.1	P05814	reviewed
NP_001882.1	W5RWE1	unreviewed
NP_004655.1	O14910	reviewed
NP_149098.2	A4D1E9	reviewed
NP_976033.1	Q8TA86	reviewed
NP_976033.1	A0A090N8Z0	unreviewed
NP_065396.1	Q8N109	reviewed
NP_065396.1	A0A191URI1	unreviewed
NP_002175.2	P40189	reviewed
NP_002175.2	Q17RA0	unreviewed
NP_004348.2	P48509	reviewed
NP_004348.2	A0A024RCB3	unreviewed
NP_004348.2	Q6ZNZ0	unreviewed
NP_940929.1	Q8N4P3	reviewed
NP_009005.1	P31146	reviewed
NP_009005.1	A0A024R611	unreviewed
NP_066403.2	Q71DI3	reviewed
NP_006105.1	O96008	reviewed
NP_055595.2	Q14999	reviewed
NP_115948.4	Q8N4N8	reviewed
NP_115948.4	A0A140VKG5	unreviewed
NP_065724.1	Q9UL26	reviewed
NP_680780.1	Q8WWM7	reviewed
NP_055763.1	O94941	reviewed
NP_598193.2	O15315	reviewed
NP_002660.1	O43660	reviewed
NP_003307.3	P53804	reviewed
NP_002900.2	P05451	reviewed
NP_002900.2	A8K7G6	unreviewed
NP_003066.2	Q8TAQ2	reviewed
NP_003066.2	A0A024RB22	unreviewed
NP_002500.1	O95096	reviewed
NP_005077.2	Q14714	reviewed
NP_003152.1	P23443	reviewed
NP_006416.3	O95391	reviewed
NP_057646.1	Q9NYK1	reviewed
NP_057646.1	B2R9N9	unreviewed
NP_003132.2	P19474	reviewed
NP_001009923.1	Q96A57	reviewed
NP_908973.1	Q9BYV6	reviewed
NP_114072.1	Q9H461	reviewed
NP_036199.2	O95154	reviewed
NP_036199.2	A0A384MDN8	unreviewed
NP_004691.2	P56696	reviewed
NP_004691.2	B3KQH8	unreviewed
NP_001893.2	P32929	reviewed
NP_002886.2	P28749	reviewed
NP_001898.1	P40313	reviewed
NP_001898.1	A0A024R6Z5	unreviewed
NP_056092.2	Q96PU5	reviewed
NP_001421.2	Q99814	reviewed
NP_001421.2	B3KW07	unreviewed
NP_689940.3	Q96FN4	reviewed
NP_001020537.2	P15692	reviewed
NP_003122.1	P11831	reviewed
NP_003122.1	A0A024RD16	unreviewed
NP_005507.3	P13747	reviewed
NP_005507.3	A0A4E9D3W4	unreviewed
NP_005507.3	A8K8M6	unreviewed
NP_005507.3	O19682	unreviewed
NP_036429.2	Q9UN86	reviewed
NP_036429.2	A0A024RDE5	unreviewed
NP_036602.1	Q9Y5L0	reviewed
NP_036602.1	A0A024R794	unreviewed
NP_036602.1	B3KMX1	unreviewed
NP_002933.1	Q9HCK4	reviewed
NP_000014.1	Q16586	reviewed
NP_000014.1	A0A0S2Z4Q1	unreviewed
NP_065980.1	Q9HCJ2	reviewed
NP_065980.1	Q4JIV9	unreviewed
NP_065980.1	Q4JIW0	unreviewed
NP_005883.2	O95466	reviewed
NP_006132.1	O43237	reviewed
NP_006132.1	A0A024R6Z0	unreviewed
NP_006132.1	Q63HJ8	unreviewed
NP_002956.1	P06702	reviewed
NP_079232.3	Q0P6H9	reviewed
NP_001932.2	Q14574	reviewed
NP_004978.2	P48059	reviewed
NP_542399.1	Q96FF9	reviewed
NP_542399.1	A0A024R5D6	unreviewed
NP_005638.1	O60907	reviewed
NP_005638.1	A0A024RBV9	unreviewed
NP_060518.1	Q96A72	reviewed
NP_060518.1	A0A023T6R1	unreviewed
NP_055207.1	P42857	reviewed
NP_055207.1	B2R5R8	unreviewed
NP_113670.1	Q9H0Y0	reviewed
NP_002614.2	Q9NQP4	reviewed
NP_003912.1	O95999	reviewed
NP_061846.2	Q9P2X0	reviewed
NP_061846.2	A0A140VJI4	unreviewed
NP_079146.2	Q70Z35	reviewed
NP_055035.1	P30408	reviewed
NP_003326.2	P41226	reviewed
NP_002962.1	Q01826	reviewed
NP_002962.1	A0A024R2H1	unreviewed
NP_036613.2	Q9UKT9	reviewed
NP_976038.1	Q9C029	reviewed
NP_004620.1	O15287	reviewed
NP_004620.1	Q53XM5	unreviewed
NP_001145.1	P08758	reviewed
NP_001145.1	V9HWE0	unreviewed
NP_065857.1	Q9NQX3	reviewed
NP_001937.2	Q16828	reviewed
NP_001937.2	A0A024RBC1	unreviewed
NP_149121.2	Q96LC7	reviewed
NP_000545.1	O43186	reviewed
NP_004571.2	P51159	reviewed
NP_004571.2	A2RU94	unreviewed
NP_001155.1	O00213	reviewed
NP_055947.1	Q9Y5W8	reviewed
NP_055947.1	A0A024R9Z9	unreviewed
NP_055947.1	Q86XC4	unreviewed
NP_001035022.1	P40259	reviewed
NP_000946.2	P34995	reviewed
NP_079334.3	Q7Z4K8	reviewed
NP_006128.1	P09564	reviewed
NP_006128.1	Q29VG3	unreviewed
NP_005344.2	Q13349	reviewed
NP_005344.2	Q59H14	unreviewed
NP_005016.1	Q99574	reviewed
NP_005016.1	A0A0S2Z455	unreviewed
NP_004736.2	Q9P1A6	reviewed
NP_003520.1	P68431	reviewed
NP_653288.1	P59046	reviewed
NP_006642.1	O14810	reviewed
NP_064570.1	Q9NRW4	reviewed
NP_064570.1	A0A384NLC8	unreviewed
NP_004347.1	P60033	reviewed
NP_004347.1	A0A024RCB7	unreviewed
NP_899196.1	Q9NVW2	reviewed
NP_620147.1	Q8WVC0	reviewed
NP_004755.2	Q96J94	reviewed
NP_004755.2	A0A024RBS5	unreviewed
NP_005163.1	Q92858	reviewed
NP_001784.2	P22223	reviewed
NP_003259.2	O60602	reviewed
NP_003259.2	A0A2R8Y7Z4	unreviewed
NP_002743.3	P45984	reviewed
NP_002891.1	P10745	reviewed
NP_892017.2	Q7Z5L9	reviewed
NP_067013.1	Q9UKA9	reviewed
NP_002296.1	P09382	reviewed
NP_002296.1	A0A384MR27	unreviewed
NP_004622.2	Q14114	reviewed
NP_001091974.1	A0A5H1ZRQ2	unreviewed
